Date,SR ID,Route Name,Shop Name,Visit Start,Visit End,GPS Status,Product Category,SKU Name,Qty (Pcs),Unit Price,Total Val,Stock in Shop,Order Status,Payment Mode,Shop ID,Order ID,Distributor Name,Latitude,Longitude,Return Order,SR Daily Target
06-Mar-26,SR-2,Gazipur,Amin Variety,12:15:18,12:29:57,Weak,Plastics,RFL 20L Bucket,3,735,2205,56,Confirmed,bKash,SHOP-8787,ORD-991597,Dhaka North Depot,24.0023,90.4264,No,50000
12-Mar-26,SR-112,Mohammadpur,Omar Store,12:12:06,12:23:26,Matched,Household,RFL Dustbin,4,3947,15788,24,Confirmed,Cash,SHOP-8210,ORD-238832,Narayanganj Hub,23.757,90.358,No,50000
11-Mar-26,SR-137,Uttara-3,Azad Store,14:28:14,14:52:20,Matched,Furniture,RFL Wardrobe,13,1711,22243,34,Confirmed,Cash,SHOP-3394,ORD-125377,Gazipur Distributor,23.8759,90.3795,No,40000
04-Mar-26,SR-145,Mohammadpur,Hasan Traders,16:07:52,16:28:22,Not Matched,Furniture,RFL Wardrobe,3,5678,17034,4,Cancelled,Cash,SHOP-9960,ORD-667602,Dhaka North Depot,23.757,90.358,No,50000
18-Mar-26,SR-3,Mirpur-10,Brothers Store,10:01:07,10:12:12,Matched,Household,RFL Mop Set,8,1596,12768,3,Confirmed,Nagad,SHOP-2326,ORD-773011,Gazipur Distributor,23.8067,90.3687,No,40000
11-Mar-26,SR-54,Uttara-3,Omar Store,16:04:32,16:28:12,Matched,Kitchenware,RFL Food Carrier,25,4183,104575,1,Confirmed,Nagad,SHOP-9585,ORD-224649,Dhaka North Depot,23.8759,90.3795,No,50000
09-Mar-26,SR-26,Savar,Maa Enterprise,09:17:09,09:35:31,Matched,Plastics,RFL 20L Bucket,7,826,5782,36,Pending,Cash,SHOP-7483,ORD-220021,Dhaka South Depot,23.8583,90.2667,No,40000
22-Mar-26,SR-68,Narayanganj,New Market Traders,10:10:13,10:18:21,Matched,Plastics,RFL Storage Box,7,3781,26467,55,Confirmed,Credit,SHOP-1036,ORD-938664,Gazipur Distributor,23.6238,90.5,No,40000
12-Mar-26,SR-60,Chittagong,Amin Variety,14:13:00,14:23:39,Matched,Kitchenware,RFL Food Carrier,17,1765,30005,41,Cancelled,Cash,SHOP-4155,ORD-113660,Gazipur Distributor,22.3569,91.7832,No,50000
30-Mar-26,SR-54,Mirpur-10,Maa Enterprise,12:30:18,12:50:43,Matched,Household,RFL Dustbin,19,2449,46531,12,Cancelled,Cash,SHOP-5604,ORD-541994,Narayanganj Hub,23.8067,90.3687,No,40000
25-Mar-26,SR-25,Savar,Amin Variety,15:08:57,15:19:23,Matched,Household,RFL Laundry Basket,18,2134,38412,54,Confirmed,Nagad,SHOP-5042,ORD-742350,Chittagong Depot,23.8583,90.2667,No,30000
03-Mar-26,SR-59,Uttara-3,Maa Enterprise,09:40:17,09:53:53,Not Matched,Household,RFL Dustbin,6,4611,27666,41,Confirmed,Credit,SHOP-4930,ORD-844356,Dhaka South Depot,23.8759,90.3795,No,40000
13-Mar-26,SR-32,Uttara-3,Rahman Traders,09:03:14,09:27:42,Matched,Kitchenware,RFL Food Carrier,12,3344,40128,60,Confirmed,Credit,SHOP-4890,ORD-300522,Dhaka North Depot,23.8759,90.3795,No,60000
21-Mar-26,SR-149,Narayanganj,Karim Store,16:53:13,17:18:06,Matched,Household,RFL Laundry Basket,23,4383,100809,55,Cancelled,bKash,SHOP-4888,ORD-573874,Gazipur Distributor,23.6238,90.5,No,30000
24-Mar-26,SR-96,Narayanganj,Amin Variety,15:46:01,16:04:27,Not Matched,Electronics,Vision Fan,13,5360,69680,54,Cancelled,Cash,SHOP-2092,ORD-938748,Chittagong Depot,23.6238,90.5,No,30000
24-Mar-26,SR-16,Chittagong,Green Valley Shop,13:46:59,14:01:04,Matched,Furniture,RFL Dining Table,13,971,12623,49,Cancelled,Cash,SHOP-1733,ORD-873308,Dhaka North Depot,22.3569,91.7832,No,50000
13-Mar-26,SR-80,Narayanganj,Amin Variety,10:19:56,10:41:17,Not Matched,Plastics,RFL Plastic Chair,10,1447,14470,40,Cancelled,bKash,SHOP-3431,ORD-197596,Dhaka South Depot,23.6238,90.5,No,40000
04-Mar-26,SR-70,Savar,Sadia Store,10:28:28,10:45:42,Not Matched,Furniture,RFL Dining Table,19,929,17651,4,Confirmed,Cash,SHOP-4632,ORD-993514,Narayanganj Hub,23.8583,90.2667,No,50000
30-Mar-26,SR-76,Mirpur-1,Rahman Traders,10:59:12,11:04:54,Weak,Kitchenware,RFL Spice Box,13,5850,76050,9,Confirmed,Cash,SHOP-5533,ORD-174933,Gazipur Distributor,23.8041,90.3556,Yes,60000
16-Mar-26,SR-11,Savar,Bismillah Store,09:30:39,09:42:40,Matched,Plastics,RFL 20L Bucket,18,4309,77562,29,Cancelled,Cash,SHOP-1319,ORD-254042,Gazipur Distributor,23.8583,90.2667,No,30000
08-Mar-26,SR-126,Mirpur-1,Tanzim Traders,12:08:39,12:27:41,Matched,Household,RFL Dustbin,4,259,1036,52,Cancelled,bKash,SHOP-8920,ORD-827152,Dhaka South Depot,23.8041,90.3556,No,50000
25-Mar-26,SR-3,Uttara-10,Sadia Store,15:01:08,15:09:58,Matched,Plastics,RFL 20L Bucket,17,3699,62883,24,Confirmed,Cash,SHOP-7969,ORD-177187,Chittagong Depot,23.8738,90.3984,Yes,40000
31-Mar-26,SR-14,Uttara-10,Brothers Store,16:23:41,16:47:55,Not Matched,Electronics,Vision LED TV 32,15,2382,35730,45,Pending,bKash,SHOP-1117,ORD-146731,Dhaka South Depot,23.8738,90.3984,No,50000
14-Mar-26,SR-84,Uttara-10,Al Madina Shop,11:19:10,11:30:49,Matched,Electronics,Vision LED TV 43,21,799,16779,21,Confirmed,Credit,SHOP-8669,ORD-623448,Dhaka South Depot,23.8738,90.3984,No,50000
28-Mar-26,SR-146,Savar,Brothers Store,16:58:50,17:17:21,Matched,Plastics,RFL Plastic Chair,10,4206,42060,49,Confirmed,bKash,SHOP-5144,ORD-601285,Dhaka South Depot,23.8583,90.2667,No,50000
10-Mar-26,SR-105,Uttara-3,City General Store,09:01:41,09:13:14,Matched,Electronics,Vision LED TV 32,17,4904,83368,17,Confirmed,Nagad,SHOP-9622,ORD-169473,Dhaka North Depot,23.8759,90.3795,No,60000
14-Mar-26,SR-140,Chittagong,Maa Enterprise,10:54:44,11:19:26,Matched,Kitchenware,RFL Rice Container,25,351,8775,35,Confirmed,Nagad,SHOP-6984,ORD-692640,Dhaka South Depot,22.3569,91.7832,No,40000
28-Mar-26,SR-11,Mirpur-10,Amin Variety,13:05:58,13:31:22,Matched,Electronics,Vision Fan,9,365,3285,54,Pending,bKash,SHOP-4626,ORD-988857,Narayanganj Hub,23.8067,90.3687,No,40000
13-Mar-26,SR-93,Gazipur,Karim Store,10:32:08,10:42:28,Weak,Kitchenware,RFL Rice Container,24,2256,54144,9,Confirmed,Nagad,SHOP-5976,ORD-269588,Narayanganj Hub,24.0023,90.4264,No,50000
01-Mar-26,SR-74,Gazipur,City General Store,09:17:53,09:25:07,Matched,Household,RFL Mop Set,4,821,3284,22,Pending,Nagad,SHOP-6497,ORD-241626,Dhaka North Depot,24.0023,90.4264,No,40000
02-Mar-26,SR-114,Chittagong,Bismillah Store,12:19:27,12:33:23,Matched,Electronics,Vision LED TV 43,17,4262,72454,45,Confirmed,bKash,SHOP-3933,ORD-764483,Gazipur Distributor,22.3569,91.7832,No,60000
20-Mar-26,SR-24,Chittagong,Al Madina Shop,10:52:59,11:00:51,Not Matched,Household,RFL Mop Set,10,2259,22590,11,Pending,Cash,SHOP-3379,ORD-560764,Gazipur Distributor,22.3569,91.7832,No,30000
24-Mar-26,SR-19,Dhanmondi,City General Store,10:19:26,10:42:58,Matched,Furniture,RFL Plastic Table,14,4559,63826,42,Confirmed,bKash,SHOP-6603,ORD-403632,Dhaka South Depot,23.7461,90.3742,No,40000
21-Mar-26,SR-52,Mirpur-1,Azad Store,11:37:05,12:02:46,Matched,Plastics,RFL Storage Box,5,372,1860,54,Confirmed,Cash,SHOP-6210,ORD-591904,Chittagong Depot,23.8041,90.3556,No,40000
11-Mar-26,SR-107,Mohammadpur,Brothers Store,15:08:49,15:20:53,Matched,Kitchenware,RFL Rice Container,14,1461,20454,28,Confirmed,Cash,SHOP-4606,ORD-323286,Dhaka South Depot,23.757,90.358,No,50000
29-Mar-26,SR-143,Narayanganj,New Market Traders,16:47:34,17:13:18,Matched,Kitchenware,RFL Spice Box,1,2330,2330,39,Confirmed,Nagad,SHOP-1284,ORD-420375,Gazipur Distributor,23.6238,90.5,Yes,50000
08-Mar-26,SR-56,Dhanmondi,Rahman Traders,13:39:00,13:48:12,Matched,Electronics,Vision LED TV 43,23,4927,113321,57,Confirmed,bKash,SHOP-3322,ORD-391461,Dhaka North Depot,23.7461,90.3742,No,40000
05-Mar-26,SR-98,Gazipur,Tanzim Traders,14:26:20,14:49:40,Not Matched,Household,RFL Laundry Basket,16,2798,44768,39,Confirmed,Credit,SHOP-2237,ORD-553514,Dhaka South Depot,24.0023,90.4264,No,40000
12-Mar-26,SR-103,Uttara-10,Karim Store,14:55:49,15:17:11,Matched,Plastics,RFL Water Jug,15,4249,63735,32,Confirmed,Nagad,SHOP-2214,ORD-380246,Dhaka North Depot,23.8738,90.3984,No,30000
23-Mar-26,SR-85,Dhanmondi,Azad Store,15:37:50,15:49:31,Matched,Kitchenware,RFL Rice Container,19,4304,81776,16,Confirmed,Credit,SHOP-4373,ORD-790535,Dhaka North Depot,23.7461,90.3742,No,40000
11-Mar-26,SR-143,Mohammadpur,New Market Traders,16:25:54,16:47:03,Matched,Kitchenware,RFL Food Carrier,24,4634,111216,39,Cancelled,Nagad,SHOP-8153,ORD-904610,Dhaka North Depot,23.757,90.358,No,40000
08-Mar-26,SR-67,Uttara-3,Karim Store,09:46:20,09:58:22,Matched,Furniture,RFL Dining Table,1,2629,2629,5,Cancelled,Credit,SHOP-3177,ORD-692178,Gazipur Distributor,23.8759,90.3795,No,50000
03-Mar-26,SR-119,Uttara-3,Al Madina Shop,10:24:55,10:43:46,Matched,Electronics,Vision LED TV 43,17,1333,22661,35,Confirmed,Nagad,SHOP-1731,ORD-721079,Dhaka North Depot,23.8759,90.3795,No,40000
25-Mar-26,SR-124,Uttara-3,Rahman Traders,10:48:57,10:58:21,Matched,Furniture,RFL Dining Table,18,4841,87138,5,Confirmed,Cash,SHOP-4118,ORD-268383,Narayanganj Hub,23.8759,90.3795,Yes,60000
12-Mar-26,SR-101,Narayanganj,City General Store,11:40:31,11:58:48,Matched,Plastics,RFL 20L Bucket,17,5401,91817,18,Confirmed,Cash,SHOP-1420,ORD-702502,Chittagong Depot,23.6238,90.5,No,30000
02-Mar-26,SR-90,Uttara-10,Bismillah Store,13:45:40,14:07:11,Matched,Plastics,RFL 20L Bucket,24,3389,81336,9,Cancelled,Nagad,SHOP-6070,ORD-671520,Dhaka South Depot,23.8738,90.3984,No,60000
27-Mar-26,SR-71,Gazipur,Amin Variety,13:52:21,14:01:58,Matched,Plastics,RFL Storage Box,6,4380,26280,36,Confirmed,bKash,SHOP-6475,ORD-472831,Narayanganj Hub,24.0023,90.4264,No,40000
29-Mar-26,SR-1,Dhanmondi,Azad Store,16:42:43,16:51:32,Matched,Plastics,RFL Plastic Chair,18,2727,49086,27,Confirmed,Credit,SHOP-5717,ORD-430481,Dhaka North Depot,23.7461,90.3742,No,50000
29-Mar-26,SR-120,Mohammadpur,Tanzim Traders,16:58:38,17:12:38,Matched,Furniture,RFL Dining Table,6,376,2256,8,Confirmed,Cash,SHOP-5704,ORD-927664,Chittagong Depot,23.757,90.358,No,30000
24-Mar-26,SR-126,Mirpur-1,Omar Store,10:58:27,11:05:56,Matched,Kitchenware,RFL Food Carrier,6,239,1434,5,Confirmed,Credit,SHOP-8550,ORD-159491,Chittagong Depot,23.8041,90.3556,No,50000
28-Mar-26,SR-110,Dhanmondi,Karim Store,13:15:49,13:37:46,Not Matched,Furniture,RFL Dining Table,9,5708,51372,45,Confirmed,Cash,SHOP-9280,ORD-640467,Dhaka North Depot,23.7461,90.3742,No,60000
14-Mar-26,SR-61,Uttara-10,Omar Store,16:03:33,16:21:31,Matched,Electronics,Vision LED TV 43,9,2176,19584,7,Pending,Cash,SHOP-4803,ORD-651452,Dhaka South Depot,23.8738,90.3984,No,60000
04-Mar-26,SR-55,Chittagong,Karim Store,14:34:33,14:40:36,Matched,Electronics,Vision Fan,20,1302,26040,22,Confirmed,bKash,SHOP-9394,ORD-698673,Chittagong Depot,22.3569,91.7832,No,40000
19-Mar-26,SR-68,Narayanganj,Al Madina Shop,16:06:03,16:12:23,Not Matched,Plastics,RFL 20L Bucket,17,4920,83640,20,Cancelled,Cash,SHOP-5210,ORD-412638,Dhaka North Depot,23.6238,90.5,No,50000
23-Mar-26,SR-68,Mirpur-1,Rahman Traders,11:28:24,11:36:30,Weak,Kitchenware,RFL Rice Container,16,5661,90576,30,Confirmed,bKash,SHOP-9840,ORD-377679,Gazipur Distributor,23.8041,90.3556,Yes,60000
17-Mar-26,SR-51,Gazipur,Bismillah Store,16:15:56,16:29:46,Matched,Furniture,RFL Plastic Table,4,935,3740,8,Confirmed,bKash,SHOP-5900,ORD-412374,Chittagong Depot,24.0023,90.4264,No,40000
05-Mar-26,SR-71,Chittagong,Karim Store,14:31:45,14:52:35,Matched,Kitchenware,RFL Rice Container,12,1064,12768,31,Cancelled,Credit,SHOP-4534,ORD-262494,Dhaka North Depot,22.3569,91.7832,No,60000
21-Mar-26,SR-37,Mohammadpur,Karim Store,10:01:55,10:20:37,Matched,Furniture,RFL Wardrobe,6,4792,28752,14,Confirmed,Cash,SHOP-1637,ORD-263894,Gazipur Distributor,23.757,90.358,No,60000
29-Mar-26,SR-32,Mirpur-1,Al Madina Shop,09:55:32,10:01:53,Matched,Kitchenware,RFL Rice Container,2,4646,9292,18,Pending,Cash,SHOP-9027,ORD-984222,Gazipur Distributor,23.8041,90.3556,No,60000
08-Mar-26,SR-87,Mohammadpur,Al Madina Shop,11:23:30,11:48:35,Weak,Plastics,RFL 20L Bucket,15,1564,23460,36,Confirmed,Cash,SHOP-9077,ORD-675748,Gazipur Distributor,23.757,90.358,No,30000
04-Mar-26,SR-64,Uttara-3,Sadia Store,13:11:55,13:29:17,Matched,Electronics,Vision LED TV 32,12,886,10632,52,Confirmed,Cash,SHOP-2899,ORD-664986,Dhaka North Depot,23.8759,90.3795,No,50000
02-Mar-26,SR-65,Chittagong,City General Store,10:15:56,10:33:05,Matched,Electronics,Vision LED TV 43,5,320,1600,40,Cancelled,Cash,SHOP-2054,ORD-560952,Dhaka North Depot,22.3569,91.7832,No,30000
15-Mar-26,SR-10,Mohammadpur,Bismillah Store,14:47:24,15:04:26,Not Matched,Plastics,RFL Storage Box,23,1259,28957,43,Confirmed,Nagad,SHOP-6750,ORD-775989,Dhaka South Depot,23.757,90.358,No,60000
03-Mar-26,SR-24,Dhanmondi,City General Store,09:54:47,10:09:36,Matched,Plastics,RFL Water Jug,3,4136,12408,36,Cancelled,Credit,SHOP-8978,ORD-416507,Narayanganj Hub,23.7461,90.3742,No,50000
01-Mar-26,SR-70,Uttara-10,Sadia Store,16:32:49,16:57:07,Matched,Furniture,RFL Wardrobe,24,590,14160,23,Confirmed,Credit,SHOP-2299,ORD-750128,Dhaka North Depot,23.8738,90.3984,No,40000
07-Mar-26,SR-136,Gazipur,Karim Store,12:15:27,12:39:24,Weak,Electronics,Vision LED TV 43,1,3172,3172,27,Cancelled,Cash,SHOP-3942,ORD-979614,Chittagong Depot,24.0023,90.4264,No,50000
04-Mar-26,SR-112,Savar,Al Madina Shop,10:10:44,10:27:07,Matched,Plastics,RFL 20L Bucket,14,5119,71666,58,Confirmed,bKash,SHOP-7991,ORD-609148,Dhaka South Depot,23.8583,90.2667,No,30000
21-Mar-26,SR-75,Uttara-10,Azad Store,10:16:48,10:39:47,Matched,Plastics,RFL Storage Box,7,1296,9072,50,Confirmed,bKash,SHOP-7826,ORD-871081,Dhaka South Depot,23.8738,90.3984,No,60000
19-Mar-26,SR-22,Uttara-3,Azad Store,14:00:57,14:07:34,Not Matched,Household,RFL Laundry Basket,7,4705,32935,43,Cancelled,Nagad,SHOP-4307,ORD-810021,Narayanganj Hub,23.8759,90.3795,No,60000
15-Mar-26,SR-34,Narayanganj,Green Valley Shop,14:57:59,15:08:25,Matched,Electronics,Vision LED TV 43,21,4241,89061,10,Cancelled,Cash,SHOP-6304,ORD-968669,Chittagong Depot,23.6238,90.5,No,40000
05-Mar-26,SR-88,Gazipur,Amin Variety,14:06:13,14:14:13,Matched,Plastics,RFL Storage Box,13,4889,63557,42,Cancelled,Nagad,SHOP-2270,ORD-265815,Chittagong Depot,24.0023,90.4264,No,50000
31-Mar-26,SR-11,Mirpur-10,City General Store,16:03:07,16:10:40,Matched,Household,RFL Laundry Basket,21,1658,34818,5,Pending,Credit,SHOP-3321,ORD-990526,Dhaka South Depot,23.8067,90.3687,No,60000
17-Mar-26,SR-129,Mirpur-1,Tanzim Traders,09:31:18,09:39:49,Matched,Electronics,Vision LED TV 43,24,5799,139176,11,Cancelled,Nagad,SHOP-4302,ORD-206733,Dhaka South Depot,23.8041,90.3556,No,40000
30-Mar-26,SR-27,Mirpur-1,Al Madina Shop,16:16:08,16:34:10,Matched,Kitchenware,RFL Food Carrier,14,1892,26488,44,Confirmed,bKash,SHOP-6008,ORD-613351,Gazipur Distributor,23.8041,90.3556,No,50000
06-Mar-26,SR-107,Mohammadpur,City General Store,16:42:31,16:57:59,Matched,Furniture,RFL Dining Table,7,2233,15631,45,Confirmed,bKash,SHOP-9065,ORD-677706,Narayanganj Hub,23.757,90.358,No,30000
27-Mar-26,SR-138,Dhanmondi,City General Store,11:12:48,11:37:10,Matched,Household,RFL Dustbin,14,3299,46186,0,Confirmed,bKash,SHOP-4503,ORD-576457,Chittagong Depot,23.7461,90.3742,No,30000
13-Mar-26,SR-70,Gazipur,Rahman Traders,13:47:47,13:57:25,Matched,Kitchenware,RFL Rice Container,19,1912,36328,16,Confirmed,bKash,SHOP-4951,ORD-183697,Gazipur Distributor,24.0023,90.4264,No,30000
20-Mar-26,SR-103,Mirpur-10,City General Store,16:43:52,16:50:59,Matched,Household,RFL Mop Set,6,2963,17778,45,Confirmed,Nagad,SHOP-3720,ORD-337933,Narayanganj Hub,23.8067,90.3687,No,30000
30-Mar-26,SR-42,Savar,Hasan Traders,11:59:59,12:25:22,Matched,Plastics,RFL 20L Bucket,17,2941,49997,45,Confirmed,Credit,SHOP-6028,ORD-577436,Dhaka North Depot,23.8583,90.2667,No,60000
16-Mar-26,SR-75,Uttara-10,Hasan Traders,15:42:34,16:04:15,Weak,Furniture,RFL Dining Table,20,2161,43220,29,Confirmed,bKash,SHOP-4488,ORD-773598,Gazipur Distributor,23.8738,90.3984,No,60000
22-Mar-26,SR-5,Savar,Karim Store,16:33:22,16:46:44,Matched,Kitchenware,RFL Rice Container,10,5276,52760,15,Pending,Nagad,SHOP-9894,ORD-544190,Dhaka North Depot,23.8583,90.2667,No,40000
15-Mar-26,SR-59,Chittagong,Hasan Traders,16:04:11,16:26:59,Matched,Furniture,RFL Dining Table,12,5330,63960,15,Confirmed,Nagad,SHOP-1039,ORD-956872,Dhaka North Depot,22.3569,91.7832,No,50000
08-Mar-26,SR-58,Uttara-10,Azad Store,15:44:41,15:49:58,Matched,Household,RFL Laundry Basket,22,5415,119130,9,Confirmed,Cash,SHOP-6857,ORD-400258,Dhaka North Depot,23.8738,90.3984,No,40000
30-Mar-26,SR-134,Uttara-10,Karim Store,13:30:16,13:36:49,Matched,Furniture,RFL Dining Table,17,5065,86105,31,Confirmed,Cash,SHOP-7459,ORD-969069,Dhaka North Depot,23.8738,90.3984,No,30000
11-Mar-26,SR-49,Mohammadpur,Azad Store,15:31:59,15:56:05,Matched,Electronics,Vision Fan,2,3022,6044,50,Pending,Cash,SHOP-2158,ORD-537477,Narayanganj Hub,23.757,90.358,No,60000
01-Mar-26,SR-27,Mirpur-10,Sadia Store,14:22:40,14:38:00,Weak,Electronics,Vision LED TV 43,6,1986,11916,28,Pending,Nagad,SHOP-4168,ORD-540024,Dhaka North Depot,23.8067,90.3687,No,30000
31-Mar-26,SR-100,Mirpur-1,Tanzim Traders,13:18:00,13:38:05,Matched,Plastics,RFL Water Jug,23,5571,128133,38,Pending,Nagad,SHOP-1408,ORD-374100,Chittagong Depot,23.8041,90.3556,No,40000
17-Mar-26,SR-99,Mirpur-1,Brothers Store,09:48:31,09:59:49,Not Matched,Furniture,RFL Wardrobe,14,5556,77784,56,Cancelled,Credit,SHOP-4833,ORD-160956,Dhaka South Depot,23.8041,90.3556,No,50000
10-Mar-26,SR-126,Uttara-3,Amin Variety,15:55:52,16:19:55,Matched,Plastics,RFL Water Jug,17,2374,40358,10,Confirmed,bKash,SHOP-9825,ORD-447393,Gazipur Distributor,23.8759,90.3795,No,30000
17-Mar-26,SR-16,Mohammadpur,Tanzim Traders,14:31:10,14:49:55,Matched,Electronics,Vision Fan,15,1592,23880,15,Confirmed,Nagad,SHOP-2952,ORD-827683,Gazipur Distributor,23.757,90.358,No,50000
06-Mar-26,SR-66,Savar,Bismillah Store,16:47:33,16:57:54,Weak,Household,RFL Laundry Basket,3,5365,16095,42,Confirmed,bKash,SHOP-5054,ORD-985253,Chittagong Depot,23.8583,90.2667,No,30000
05-Mar-26,SR-36,Mirpur-10,Sadia Store,16:23:24,16:41:08,Matched,Household,RFL Dustbin,8,3428,27424,55,Confirmed,bKash,SHOP-3044,ORD-582901,Chittagong Depot,23.8067,90.3687,No,50000
01-Mar-26,SR-40,Uttara-3,Brothers Store,10:05:47,10:14:16,Matched,Plastics,RFL Storage Box,16,1665,26640,40,Confirmed,bKash,SHOP-5609,ORD-290897,Narayanganj Hub,23.8759,90.3795,No,30000
04-Mar-26,SR-13,Dhanmondi,Brothers Store,09:34:48,09:49:41,Weak,Kitchenware,RFL Spice Box,12,4052,48624,59,Confirmed,bKash,SHOP-1010,ORD-774149,Chittagong Depot,23.7461,90.3742,No,40000
28-Mar-26,SR-130,Gazipur,Al Madina Shop,15:21:11,15:42:19,Weak,Furniture,RFL Wardrobe,7,5295,37065,20,Cancelled,Cash,SHOP-7146,ORD-879139,Gazipur Distributor,24.0023,90.4264,No,50000
26-Mar-26,SR-56,Narayanganj,Tanzim Traders,16:31:56,16:42:41,Not Matched,Kitchenware,RFL Rice Container,1,2729,2729,31,Pending,bKash,SHOP-4282,ORD-893376,Gazipur Distributor,23.6238,90.5,No,40000
18-Mar-26,SR-125,Uttara-10,Omar Store,16:04:31,16:16:39,Matched,Furniture,RFL Dining Table,20,3856,77120,11,Confirmed,bKash,SHOP-6770,ORD-586235,Dhaka South Depot,23.8738,90.3984,No,30000
26-Mar-26,SR-133,Mohammadpur,Rahman Traders,14:33:08,14:56:56,Matched,Household,RFL Dustbin,2,1908,3816,0,Confirmed,bKash,SHOP-6258,ORD-397051,Dhaka North Depot,23.757,90.358,No,50000
04-Mar-26,SR-1,Uttara-3,Sadia Store,14:57:37,15:06:07,Matched,Household,RFL Mop Set,7,5663,39641,35,Confirmed,bKash,SHOP-4753,ORD-468043,Chittagong Depot,23.8759,90.3795,No,30000
02-Mar-26,SR-93,Mirpur-10,Sadia Store,15:20:04,15:34:06,Matched,Furniture,RFL Plastic Table,5,345,1725,39,Confirmed,bKash,SHOP-7893,ORD-160638,Dhaka North Depot,23.8067,90.3687,No,30000
25-Mar-26,SR-149,Uttara-10,Amin Variety,13:54:37,14:18:57,Weak,Kitchenware,RFL Rice Container,15,4905,73575,7,Cancelled,bKash,SHOP-7051,ORD-264804,Chittagong Depot,23.8738,90.3984,No,30000
24-Mar-26,SR-30,Savar,Sadia Store,13:15:08,13:22:29,Matched,Kitchenware,RFL Spice Box,6,5620,33720,41,Confirmed,Credit,SHOP-1151,ORD-125230,Gazipur Distributor,23.8583,90.2667,Yes,60000
18-Mar-26,SR-106,Chittagong,City General Store,13:26:31,13:52:11,Matched,Furniture,RFL Wardrobe,19,4381,83239,8,Pending,Credit,SHOP-2134,ORD-418003,Gazipur Distributor,22.3569,91.7832,No,50000
29-Mar-26,SR-11,Gazipur,Omar Store,12:06:15,12:12:38,Matched,Electronics,Vision LED TV 43,10,1942,19420,7,Confirmed,bKash,SHOP-9756,ORD-154725,Gazipur Distributor,24.0023,90.4264,No,50000
23-Mar-26,SR-76,Dhanmondi,New Market Traders,13:45:14,14:00:07,Matched,Kitchenware,RFL Spice Box,5,2937,14685,1,Cancelled,bKash,SHOP-7921,ORD-428340,Chittagong Depot,23.7461,90.3742,No,50000
17-Mar-26,SR-74,Mirpur-10,Hasan Traders,09:13:57,09:27:36,Not Matched,Plastics,RFL 20L Bucket,14,299,4186,55,Pending,Cash,SHOP-7962,ORD-911021,Dhaka North Depot,23.8067,90.3687,No,40000
20-Mar-26,SR-99,Savar,Tanzim Traders,14:22:11,14:37:25,Matched,Kitchenware,RFL Spice Box,8,3428,27424,4,Pending,bKash,SHOP-6644,ORD-510315,Gazipur Distributor,23.8583,90.2667,No,40000
21-Mar-26,SR-3,Mirpur-1,New Market Traders,11:28:40,11:43:19,Matched,Household,RFL Mop Set,21,1463,30723,7,Confirmed,bKash,SHOP-5765,ORD-154318,Narayanganj Hub,23.8041,90.3556,No,50000
03-Mar-26,SR-139,Narayanganj,Omar Store,11:15:17,11:23:38,Weak,Kitchenware,RFL Spice Box,19,3905,74195,50,Pending,Nagad,SHOP-5241,ORD-803998,Narayanganj Hub,23.6238,90.5,No,30000
17-Mar-26,SR-145,Mirpur-10,Al Madina Shop,09:09:54,09:20:34,Matched,Kitchenware,RFL Spice Box,22,1575,34650,53,Confirmed,Nagad,SHOP-1394,ORD-344175,Chittagong Depot,23.8067,90.3687,No,30000
03-Mar-26,SR-90,Narayanganj,Hasan Traders,10:12:27,10:34:08,Matched,Furniture,RFL Wardrobe,25,2782,69550,6,Confirmed,Nagad,SHOP-2707,ORD-151268,Gazipur Distributor,23.6238,90.5,No,30000
05-Mar-26,SR-118,Uttara-3,Bismillah Store,10:10:42,10:30:43,Matched,Household,RFL Mop Set,17,1983,33711,18,Cancelled,Cash,SHOP-6378,ORD-287965,Gazipur Distributor,23.8759,90.3795,No,40000
16-Mar-26,SR-81,Chittagong,Tanzim Traders,12:01:06,12:16:38,Matched,Electronics,Vision LED TV 43,3,5693,17079,56,Cancelled,bKash,SHOP-7588,ORD-166636,Chittagong Depot,22.3569,91.7832,No,40000
15-Mar-26,SR-137,Uttara-3,Brothers Store,10:48:41,11:03:32,Matched,Household,RFL Mop Set,8,962,7696,14,Cancelled,Cash,SHOP-8112,ORD-890402,Gazipur Distributor,23.8759,90.3795,No,50000
31-Mar-26,SR-49,Chittagong,City General Store,13:02:51,13:19:06,Weak,Furniture,RFL Dining Table,18,1848,33264,31,Pending,Nagad,SHOP-5327,ORD-663596,Gazipur Distributor,22.3569,91.7832,No,50000
21-Mar-26,SR-50,Uttara-10,New Market Traders,14:52:48,15:06:08,Matched,Electronics,Vision LED TV 43,2,2552,5104,10,Pending,Nagad,SHOP-3363,ORD-375177,Gazipur Distributor,23.8738,90.3984,No,50000
10-Mar-26,SR-113,Narayanganj,Al Madina Shop,11:54:59,12:18:25,Not Matched,Household,RFL Mop Set,13,3079,40027,8,Confirmed,bKash,SHOP-6903,ORD-147564,Gazipur Distributor,23.6238,90.5,No,30000
23-Mar-26,SR-77,Chittagong,Maa Enterprise,15:06:19,15:16:04,Weak,Plastics,RFL 20L Bucket,17,5436,92412,58,Confirmed,Cash,SHOP-1651,ORD-240642,Dhaka North Depot,22.3569,91.7832,No,30000
